"collectionCode","catalogNumber","Genus","standardGenus","family","standardFamily","authority"
"Mammals","25679","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","25862","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27387","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83664","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","25707","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26211","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74818","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27237","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27257","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27255","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26220","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26191","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26216","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27343","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26212","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27335","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26209","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27208","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23302","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23298","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23299","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23301","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","23304","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26213","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20750","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26208","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74825","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74817","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74816","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74815","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74826","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83659","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27284","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20746","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74814","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20749","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27334","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27236","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27336","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27337","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27339","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","32044","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20753","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180283","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27333","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180274","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27385","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27207","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27200","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180237","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180238","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180240","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180270","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180253","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27413","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27215","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27214","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27238","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27198","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27229","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27230","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27231","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27235","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","83510","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180247","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26229","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64224","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64225","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64240","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26224","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26245","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26223","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26237","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26225","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180271","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26228","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27195","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26233","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26234","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26235","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26236","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27345","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27347","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27386","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27388","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27691","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64238","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27204","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27329","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27225","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27326","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74850","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27224","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26210","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27206","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27210","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27321","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27205","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27320","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27203","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27202","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27201","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27232","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27331","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27327","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27282","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27209","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27212","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27211","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27261","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27194","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27239","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27247","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27248","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27252","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27254","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27228","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180235","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27213","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27227","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180241","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27263","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27264","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27269","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27281","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27199","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27283","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27216","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27299","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27319","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27226","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74875","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74845","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74846","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64231","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74836","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74849","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74871","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74876","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74812","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74866","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","3609180248","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74872","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74806","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74805","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74809","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26217","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64227","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64242","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64236","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64233","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64237","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64229","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64226","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74835","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64230","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74813","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64228","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","64241","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74837","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74834","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74810","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74870","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26246","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74867","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27367","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","16248","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26219","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74804","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26239","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26238","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","25687","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","26244","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74868","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","27366","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20284","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74869","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20285","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74874","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20286","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20287","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20288","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20289","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20660","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","74873","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","25683","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","20283","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","91682","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","10007","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","10014","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88538","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80820","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80849","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","90283","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80940","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88482","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80851","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88544","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80850","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88460","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88545","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88675","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","10509","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","109463","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","80848","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","109483","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88499","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
"Mammals","88500","CLETHRIONOMYS","Clethrionomys","Muridae; Cricetidae","Arvicolidae","ITIS"
